class,method,pc,offset,length,key,text
bW,public static void ad();,6713,23095,24,574924928,Kamu sudah di daerah ini
bW,public static void ad();,6768,23119,9,574924928,Fenemukan
bW,public static void ad();,6807,23128,2,574924928,di
bW,public static void ad();,6846,23130,21,574924928,untuk menerima quest.
bW,public static void ad();,6885,23151,49,574924928,Kamu telah menyelesaikan semua quest di versi ini
bW,public static void ad();,6924,23200,38,574924928,harap menunggu versi yang akan datang.
bW,public static void ad();,6980,23238,11,574924928,Darah habis
bW,public static void ad();,7017,22719,6,574924928,Tunggu
bW,public static void ad();,7056,23249,16,574924928,Kembali ke rumah
bW,public static void ad();,7095,23265,23,574924928,"Revive sekarang
(1 gem)"
bW,public static void ad();,7149,23288,4,574924928,Peta
bW,public static void ad();,7188,23292,11,574924928,"Penca
-rian"
bW,public static void ad();,7227,13492,4,574924928,Clan
bW,public static void ad();,7281,23303,23,574924928,Minta dari teman clanmu
bW,public static void ad();,7318,23326,56,574924928,Semua skill bisa dipelajari dengan gratis di Kame-Sennin
bW,public static void ad();,7357,23382,46,574924928,Jika kamu mempunya potential points yang cukup
bW,public static void ad();,7396,23428,60,574924928,Kamu tidak bisa terbang atau menggunakan skill jika KI habis
bW,public static void ad();,7435,23488,97,574924928,Serang monster dengan teman clan akan mendapatkan potential points lebih daripada latihan sendiri
bW,public static void ad();,7474,23585,104,574924928,Berlatih bersama teman di zona yang tepat akan memberi potential points lebih daripada menyerang monster
bW,public static void ad();,7513,23689,14,574924928,Saat diupgrade
bW,public static void ad();,7552,23703,46,574924928,Senzu bean akan mengisi lebih banyak HP dan KI
bW,public static void ad();,7591,23749,47,574924928,Log in setiap hari untuk mendapatkan Gem gratis
bW,public static void ad();,7630,23796,94,574924928,Paha ayam akan mengisi HP dan KI sebanyak 100%. Tomat mengisi 100% KI. Wortel mengisi 100% HP.
bW,public static void ad();,7669,23890,44,574924928,Pohon Senzu Bean akan berbuah secara berkala
bW,public static void ad();,7708,23934,21,574924928,meskipun kamu offline
bW,public static void ad();,7747,23955,35,574924928,Jika kamu tidak log in dalam 3 hari
bW,public static void ad();,7785,23990,39,574924928,powermu akan menurun karena kemalasanmu
bW,public static void ad();,7824,24029,48,574924928,Kekuatanmu akan berkurang saat menyerang monster
bW,public static void ad();,7863,24077,38,574924928,tapi akan bertambah jika kamu berhenti
bW,public static void ad();,7902,24115,28,574924928,Kehabisan Gem? Cari NPC Bora
bW,public static void ad();,7932,24143,72,574924928,"Setelah bergabung di kelas, kamu akan menerima quest dari Kepala Sekolah"
bW,public static void ad();,7961,24215,10,574924928,Nomor seri
bW,public static void ad();,7990,24225,10,574924928,Kode kartu
bW,public static void ad();,8019,24235,28,574924928,"Pay Vina, Mobi, Viettel, VTC"
bW,public static void ad();,8047,24263,11,574924928,Kartu bayar
bW,public static void ad();,8076,24274,25,574924928,Harap masukkan nomor seri
bW,public static void ad();,8105,24299,25,574924928,Harap masukkan kode kartu
bW,public static void ad();,8134,14895,3,574924928,bil
bW,public static void ad();,8162,14898,3,574924928,mil
bW,public static void ad();,8191,7056,4,574924928,Menu
bW,public static void ad();,8220,24324,5,574924928,Tutup
bW,public static void ad();,8247,14906,5,574924928,Clear
bW,public static void ad();,8276,24329,6,574924928,Lanjut
bW,public static void ad();,8305,24335,5,574924928,Pakai
bW,public static void ad();,8334,24340,2,574924928,Ya
bW,public static void ad();,8363,24342,5,574924928,Tidak
bW,public static void ad();,8390,24347,6,574924928,Keluar
bW,public static void ad();,8417,7078,4,574924928,Chat
bW,public static void ad();,8446,7082,2,574924928,OK
bW,public static void ad();,8475,24353,5,574924928,Ingat
bW,public static void ad();,8504,24358,6,574924928,Terima
bW,public static void ad();,8533,20623,5,574924928,Batal
bW,public static void ad();,8562,24364,5,574924928,Pilih
bW,public static void ad();,8591,14943,5,574924928,Enter
bW,public static void ad();,8619,24369,9,574924928,Buka link
bW,public static void ad();,8648,24378,13,574924928,Karakter baru
bW,public static void ad();,8677,24391,7,574924928,Kembali
bW,public static void ad();,8706,24398,5,574924928,Bunuh
bW,public static void ad();,8735,24403,10,574924928,Bunuh boss
bW,public static void ad();,8764,14987,4,574924928,gold
bW,public static void ad();,8792,14991,3,574924928,gem
bW,public static void ad();,8821,14994,4,574924928,ruby
bW,public static void ad();,8850,24413,20,574924928,PK Point kamu adalah
bW,public static void ad();,8879,24433,11,574924928,menyerangmu
bW,public static void ad();,8908,24444,14,574924928,Tidak cukup KI
bW,public static void ad();,8937,24458,13,574924928,Kamu menerima
bW,public static void ad();,8966,24471,22,574924928,Kamu telah mempelajari
bW,public static void ad();,8995,24493,5,574924928,Teman
bW,public static void ad();,9024,24498,5,574924928,Musuh
bW,public static void ad();,9053,24503,15,574924928,Tidak ada teman
bW,public static void ad();,9082,15099,10,574924928,World chat
bW,public static void ad();,9111,24518,13,574924928,Ganti bendera
bW,public static void ad();,9140,24531,7,574924928,Pilihan
bW,public static void ad();,9169,24538,30,574924928,Naikkan resolusi (device kuat)
bW,public static void ad();,9198,24568,32,574924928,Turunkan resolusi (device lemah)
bW,public static void ad();,9227,24600,12,574924928,Kabar Server
bW,public static void ad();,9252,24612,11,574924928,Aura khusus
bW,public static void ad();,9281,24623,9,574924928,Aura daya
bW,public static void ad();,9309,24632,11,574924928,Layar kecil
bW,public static void ad();,9338,24643,11,574924928,Layar besar
bW,public static void ad();,9367,24654,52,574924928,Apakah kamu ingin keluar untuk merubah ukuran layar?
bW,public static void ad();,9396,24706,4,574924928,Peti
bW,public static void ad();,9451,24706,4,574924928,Peti
bW,public static void ad();,9522,13473,6,574924928,Inven-
bW,public static void ad();,9560,24710,5,574924928,taris
bW,public static void ad();,9616,24715,7,574924928,mengga-
bW,public static void ad();,9655,24722,7,574924928,bungkan
bW,public static void ad();,9707,23288,4,574924928,Peta
bW,public static void ad();,9778,24729,6,574924928,membe-
bW,public static void ad();,9817,24735,5,574924928,rikan
bW,public static void ad();,9873,24740,5,574924928,mene-
bW,public static void ad();,9912,24745,4,574924928,rima
bW,public static void ad();,9964,24749,4,574924928,Zona
bW,public static void ad();,10005,24749,4,574924928,Zona
bW,public static void ad();,10020,23288,4,574924928,Peta
bW,public static void ad();,10036,24753,11,574924928,Terima item
bW,public static void ad();,10052,24358,6,574924928,Terima
bW,public static void ad();,10068,24764,12,574924928,Terima semua
bW,public static void ad();,10084,24776,47,574924928,Pergi ke titik berkedip di peta untuk pencarian
bW,public static void ad();,10100,24823,17,574924928,"Hanya untuk Bumi
"
bW,public static void ad();,10116,24840,21,574924928,"Hanya untuk Namekian
"
bW,public static void ad();,10132,24861,19,574924928,"Hanya untuk Xaiyan
"
bW,public static void ad();,10148,24880,16,574924928,Power dibutuhkan
bW,public static void ad();,10164,24896,10,574924928,Power kamu
bW,public static void ad();,10180,24906,7,574924928,Dipakai
bW,public static void ad();,10196,24913,6,574924928,tempat
bW,public static void ad();,10212,15481,7,574924928,Upgrade
bW,public static void ad();,10228,24919,18,574924928,Sedang mengupgrade
bW,public static void ad();,10244,24937,19,574924928,"Tambahkan
Short cut"
bW,public static void ad();,10260,24956,9,574924928,"di
tempat"
bW,public static void ad();,10276,24965,17,574924928,Pindahkan ke peti
bW,public static void ad();,10292,24965,17,574924928,Pindahkan ke peti
bW,public static void ad();,10307,7078,4,574924928,Chat
bW,public static void ad();,10323,24982,7,574924928,Meleset
bW,public static void ad();,10339,24989,7,574924928,Sumbang
bW,public static void ad();,10355,24358,6,574924928,Terima
bW,public static void ad();,10371,24996,14,574924928,Tekan dua kali
bW,public static void ad();,10387,25010,12,574924928,Bisa memanen
bW,public static void ad();,10403,25022,22,574924928,Tekan Y untuk terima (
bW,public static void ad();,10419,25044,22,574924928,Tekan # untuk terima (
bW,public static void ad();,10435,25066,17,574924928,Harap ulangi game
bW,public static void ad();,10451,15637,6,574924928,Online
bW,public static void ad();,10467,15643,7,574924928,Offline
bW,public static void ad();,10483,25083,8,574924928,Berteman
bW,public static void ad();,10499,25091,18,574924928,Chat dengan pemain
bW,public static void ad();,10515,25109,11,574924928,Chat dengan
bW,public static void ad();,10531,15670,14,574924928,Capsule Donate
bW,public static void ad();,10547,15684,16,574924928,Personal Capsule
bW,public static void ad();,10563,15700,14,574924928,Clan's Capsule
bW,public static void ad();,10579,25120,12,574924928,Berikan bean
bW,public static void ad();,10595,25132,11,574924928,Terima bean
bW,public static void ad();,10611,25143,10,574924928,Minta bean
bW,public static void ad();,10626,25153,5,574924928,waktu
bW,public static void ad();,10642,25158,8,574924928,Diterima
bW,public static void ad();,10657,15760,5,574924928,Power
bW,public static void ad();,10673,25166,17,574924928,Tanggal bergabung
bW,public static void ad();,10689,25183,13,574924928,Pemimpin Clan
bW,public static void ad();,10705,25196,19,574924928,Wakil pemimpin clan
bW,public static void ad();,10721,15798,12,574924928,Power points
bW,public static void ad();,10737,25215,7,574924928,Anggota
bW,public static void ad();,10767,25215,7,574924928,Anggota
bW,public static void ad();,10806,7078,4,574924928,Chat
bW,public static void ad();,10825,15816,4,574924928,clan
bW,public static void ad();,10856,25222,6,574924928,Menin-
bW,public static void ad();,10876,25228,7,574924928,ggalkan
bW,public static void ad();,10906,25235,5,574924928,Memb-
bW,public static void ad();,10925,25240,3,574924928,uat
bW,public static void ad();,10955,25243,5,574924928,Mene-
bW,public static void ad();,10974,25248,5,574924928,mukan
bW,public static void ad();,11005,15835,6,574924928,Slogan
bW,public static void ad();,11035,15841,4,574924928,Icon
bW,public static void ad();,11066,25253,10,574924928,Permintaan
bW,public static void ad();,11086,25263,6,574924928,kacang
bW,public static void ad();,11102,15856,5,574924928,Level
bW,public static void ad();,11118,25269,16,574924928,Ulang tahun clan
bW,public static void ad();,11134,25285,11,574924928,Daftar clan
bW,public static void ad();,11150,25296,27,574924928,Tidak bergabung dengan clan
bW,public static void ad();,11180,25323,20,574924928,Kamulah satu-satunya
bW,public static void ad();,11200,25343,16,574924928,anggota klan ini
bW,public static void ad();,11220,25359,38,574924928,Seseorang bisa meminta untuk bergabung
bW,public static void ad();,11240,25397,29,574924928,Kamu bisa memilih pemain lain
bW,public static void ad();,11260,25426,31,574924928,untuk mengundang mereka ke clan
bW,public static void ad();,11277,25457,18,574924928,Masukkan nama clan
bW,public static void ad();,11293,25475,9,574924928,Nama clan
bW,public static void ad();,11309,25484,9,574924928,Chat clan
bW,public static void ad();,11325,25493,39,574924928,Masukkan nama clan yang ingin kamu buat
bW,public static void ad();,11341,25532,20,574924928,Masukkan slogan clan
bW,public static void ad();,11357,25552,40,574924928,Apakah kamu ingin bergabung dengan clan?
bW,public static void ad();,11373,25592,15,574924928,Pilih icon clan
bW,public static void ad();,11389,25607,28,574924928,Permintaan bergabung ke clan
bW,public static void ad();,11405,25635,18,574924928,Lihat anggota clan
bW,public static void ad();,11421,25653,26,574924928,"Memerintah wakil pemimpin
"
bW,public static void ad();,11437,25679,20,574924928,"Memerintah pemimpin
"
bW,public static void ad();,11453,25699,8,574924928,Bubarkan
bW,public static void ad();,11469,25707,17,574924928,Keluarkan anggota
bW,public static void ad();,11485,25724,24,574924928,Harap masukkan nama clan
bW,public static void ad();,11501,25748,26,574924928,Harap masukkan slogan clan
bW,public static void ad();,11517,25774,25,574924928,Tidak bisa menemukan clan
bW,public static void ad();,11532,25799,4,574924928,lalu
bW,public static void ad();,11548,25803,12,574924928,Mencari clan
bW,public static void ad();,11564,25815,8,574924928,Bertukar
bW,public static void ad();,11580,25823,24,574924928,Tidak mengunci transaksi
bW,public static void ad();,11596,25847,24,574924928,Transaksi tidak terkunci
bW,public static void ad();,11612,25871,18,574924928,Transaksi terkunci
bW,public static void ad();,11628,25889,17,574924928,Transaksi dikunci
bW,public static void ad();,11644,25906,15,574924928,Kunci transaksi
bW,public static void ad();,11660,25921,33,574924928,Menunggu lawan mengunci transaksi
bW,public static void ad();,11676,25954,15,574924928,Tekan 'Selesai'
bW,public static void ad();,11692,25969,7,574924928,Selesai
bW,public static void ad();,11707,25976,5,574924928,Lawan
bW,public static void ad();,11722,25981,4,574924928,Kamu
bW,public static void ad();,11737,25985,5,574924928,Kunci
bW,public static void ad();,11753,25990,16,574924928,Jumlah Transaksi
bW,public static void ad();,11769,24347,6,574924928,Keluar
bW,public static void ad();,11785,26006,10,574924928,Tinggalkan
bW,public static void ad();,11800,26016,4,574924928,Jual
bW,public static void ad();,11816,26020,32,574924928,Masukkan uang untuk bertransaksi
bW,public static void ad();,11832,26052,13,574924928,Masukkan uang
bW,public static void ad();,11848,26065,33,574924928,"Jumlah salah, harap ulang kembali"
bW,public static void ad();,11864,26098,37,574924928,"Uang tidak cukup, harap ulang kembali"
bW,public static void ad();,11880,26135,38,574924928,Masukkan jumlah yang hendak ditukarkan
bW,public static void ad();,11896,26173,15,574924928,Masukkan jumlah
bW,public static void ad();,11912,26065,33,574924928,"Jumlah salah, harap ulang kembali"
bW,public static void ad();,11928,26188,28,574924928,Kamu telah memiliki item ini
bW,public static void ad();,11944,26216,40,574924928,Harap diunlock sebelum bertukar item ini
bW,public static void ad();,11959,26256,5,574924928,Dasar
bW,public static void ad();,11974,26261,5,574924928,butuh
bW,public static void ad();,11989,26266,5,574924928,Butuh
bW,public static void ad();,12004,26271,5,574924928,Bebas
bW,public static void ad();,12020,26276,10,574924928,Pilih item
bW,public static void ad();,12035,26286,4,574924928,Acak
bW,public static void ad();,12050,26290,5,574924928,Halo!
bW,public static void ad();,12066,26295,25,574924928,Apa yang ingin kamu beli?
bW,public static void ad();,12082,26320,29,574924928,Apa yang ingin kamu pelajari?
bW,public static void ad();,12098,26349,49,574924928,Apakah kamu yakin ingin bertukar dengan item ini?
